user_id,total_debt,avg_monthly_spending,total_balance,income,age,gender,credit_score,dependents,loan_amount
780,8051.7,1222.47,41207.22,87854.86,68,Male,609,4,94153.33
781,10166.68,2831.33,17369.42,47574.13,49,Non-Binary,570,0,55091.29
782,7061.41,2430.19,68555.82,112994.56,27,Non-Binary,660,3,145610.02
783,35916.68,2282.19,124070.81,137310.22,44,Male,574,3,106076.35
784,30156.19,2268.88,40002.45,81927.87,67,Male,683,1,97340.86
785,25511.2,1633.62,26913.02,66750.08,48,Female,610,3,48812.29
786,30149.27,1706.56,24478.64,91641.28,51,Male,307,5,1643.52
787,17011.28,2220.37,89060.58,53821.14,32,Male,604,0,61037.96
788,3890.64,1818.69,62988.47,45541.8,34,Male,701,0,91102.63
789,8227.45,2545.46,92799.62,74088.6,30,Female,520,4,55323.46
790,18967.55,3078.84,75065.34,60724.39,69,Female,464,5,26147.57
791,14632.46,2165.79,36786.32,103192.8,66,Female,783,3,163321.63
792,5962.61,2200.12,103391.22,71486.91,55,Male,477,5,44282.57
793,13131.14,2069.19,93915.53,89966.57,53,Male,681,5,111774.81
794,5103.17,1904.04,45044.01,44188.88,27,Female,738,2,74703.67
795,38605.68,2211.28,33705.85,100592.89,35,Non-Binary,685,5,91121.76
796,27622.77,1925.36,104409.32,69331.22,26,Female,518,2,39676.49
797,10007.3,1966.11,178055.33,94436.9,22,Male,554,1,105276.17
798,23266.35,2516.28,74809.67,84836.51,43,Female,648,3,81810.32
799,9435.44,2378.81,99930.81,87574.87,18,Non-Binary,669,1,141546.22
800,22399.17,2729.71,29380.63,57195.4,31,Non-Binary,694,1,67302.99
801,8874.36,3039.95,14687.46,41711.83,77,Non-Binary,589,1,46587.72
802,15746.23,2091.28,2218.33,61677.3,75,Female,778,3,83828.84
803,3154.67,1160.62,22632.32,20677.29,28,Female,467,0,15961.65
804,27358.39,1942.57,6775.97,66371.88,67,Female,632,0,70650.63
805,16143.71,2105.78,100038.47,62625.11,80,Male,611,1,70964.81
806,34712.2,2281.07,95767.66,120546.33,73,Male,850,4,180252.28
807,32565.64,1515.45,85661.07,76576.62,47,Female,612,0,74899.41
808,8164.58,1484.86,24441.41,31695.46,52,Female,750,2,46206.6
809,4702.22,2309.82,24903.71,88628.71,24,Female,685,3,123372.02
810,20152.09,1856.62,0.0,51256.38,65,Non-Binary,504,3,24227.72
811,7682.44,1866.23,75071.84,60626.81,55,Female,564,5,53368.05
812,11052.36,1732.61,57287.97,56965.47,46,Non-Binary,461,2,32256.18
813,26462.67,2241.46,104618.07,84393.9,27,Female,485,4,40920.74
814,1365.98,2765.49,28316.73,20000.0,45,Female,522,5,15794.93
815,3139.12,1499.96,131231.69,100659.66,73,Non-Binary,508,5,77449.06
816,18185.09,1804.92,81842.77,78457.71,50,Male,549,1,73675.34
817,27097.49,1826.07,60510.44,86929.82,35,Non-Binary,781,4,109885.37
818,5581.19,1944.6,71284.46,84314.01,71,Non-Binary,850,3,165339.06
819,3048.55,2420.37,42373.82,95679.28,64,Male,728,0,216250.72
820,16707.63,1554.87,71208.29,91998.11,59,Male,586,3,82217.4
821,46254.35,1978.02,136975.76,113308.1,55,Male,631,0,121063.23
822,17339.45,1783.81,130610.48,92761.01,51,Non-Binary,655,4,102230.75
823,11475.16,1508.62,17581.66,28485.16,76,Male,624,0,30062.02
824,13069.07,1162.11,91965.4,92859.14,23,Female,812,3,155982.61
825,11867.71,1905.0,83587.39,47148.63,67,Non-Binary,582,1,48841.97
826,6363.41,1847.31,72890.96,38440.56,67,Non-Binary,651,3,42989.44
827,29471.2,2389.44,170049.87,115411.36,28,Non-Binary,604,3,99753.38
828,1581.03,1711.95,69820.83,61290.34,74,Female,828,4,120374.02
829,15900.99,2614.98,117317.64,84096.62,24,Male,575,4,71605.61
830,18426.69,2013.97,75368.34,73870.29,35,Female,739,3,92933.97
831,27476.19,2695.95,72308.6,69086.58,77,Male,697,3,63074.39
832,22196.57,1518.28,73735.09,63197.87,37,Male,654,0,79170.46
833,18792.6,1326.22,73199.4,80292.28,34,Female,502,5,47433.21
834,3589.95,2356.69,26615.19,29607.16,29,Female,587,1,36656.05
835,696.88,1879.63,29347.75,88694.88,27,Female,653,0,169436.16
836,30908.9,2078.43,78194.25,95824.66,20,Male,740,0,155798.6
837,14521.34,2115.51,2552.02,117300.45,66,Female,618,2,142620.2
838,37513.68,2064.15,0.0,116447.22,41,Male,525,3,67811.36
839,39544.52,1912.51,138207.93,93352.14,23,Female,620,2,75135.6
840,32817.85,1585.34,17978.15,120829.79,18,Male,545,4,82331.42
841,3780.2,1693.96,43840.26,30716.54,69,Female,763,0,68026.81
842,33147.07,1280.93,101479.13,103810.45,24,Male,596,0,114089.75
843,40752.61,2379.15,76608.22,130815.16,49,Male,475,0,85969.1
844,26143.6,2871.46,154890.64,87752.99,23,Non-Binary,596,1,89524.48
845,33806.09,2568.44,0.0,86864.64,60,Male,703,4,81643.24
846,14288.94,2080.68,86626.63,94594.87,28,Female,553,5,77575.67
847,6839.63,2236.86,77650.48,83821.62,57,Female,594,2,98761.0
848,13869.82,1538.54,33103.88,48450.11,43,Non-Binary,771,4,62188.45
849,27655.73,1122.24,54790.19,78558.64,45,Female,623,4,62777.6
850,12115.32,800.93,35093.03,53325.02,52,Female,788,5,76785.33
851,15523.7,2193.04,55903.27,90596.66,80,Male,850,3,157653.58
852,7580.24,1868.27,0.0,54372.28,22,Male,501,2,41041.0
853,9203.4,2282.19,41961.33,64094.39,76,Non-Binary,577,5,58054.86
854,11060.85,1497.58,31345.53,43819.63,30,Non-Binary,522,2,31734.57
855,15800.93,992.03,52458.23,61785.12,57,Non-Binary,705,5,71108.67
856,12520.06,1347.64,15724.71,55481.92,41,Non-Binary,630,5,54132.23
857,43820.06,1671.97,67055.59,93924.96,56,Female,533,0,63679.37
858,33167.47,2469.6,30317.28,69178.59,40,Non-Binary,580,4,38499.67
859,7429.53,2089.27,0.0,57893.83,58,Non-Binary,598,4,57419.34
860,22039.52,1442.24,72361.33,61498.17,76,Female,850,0,118377.03
861,39564.74,1693.74,127721.36,84614.42,51,Non-Binary,571,4,46614.62
862,23093.09,2511.6,44384.02,81450.11,69,Non-Binary,808,0,161702.78
863,26065.67,1393.93,82018.92,59620.67,66,Male,493,4,24727.31
864,16367.67,1918.49,96331.86,100549.8,76,Female,608,2,113141.0
865,44298.12,2833.21,146505.93,107295.69,48,Non-Binary,760,3,110647.37
866,2624.31,2689.76,14947.3,26510.26,45,Male,682,3,34838.89
867,6832.03,1831.05,24159.58,103818.93,45,Male,744,0,234884.8
868,37911.1,2479.67,156205.25,111291.8,74,Female,706,5,113753.96
869,10733.3,2239.91,127840.54,96874.67,80,Male,343,4,14142.86
870,19179.26,2022.86,3605.64,69218.77,28,Female,554,1,62395.07
871,476.51,2571.69,42945.36,85111.33,38,Female,836,2,197953.16
872,5093.24,2080.58,24732.59,37735.43,66,Male,690,2,55551.3
873,2132.29,2414.66,60518.27,71662.51,41,Female,563,1,89769.87
874,19245.73,1356.06,86268.6,89926.29,20,Female,641,2,105172.99
875,35797.7,2007.34,116947.74,84484.33,29,Male,731,3,80121.19
876,35373.64,2301.71,77909.32,89416.65,65,Non-Binary,695,2,93151.18
877,20492.28,1560.42,82613.46,84185.27,70,Female,503,5,49368.05
878,43369.42,2342.54,0.0,98299.48,71,Non-Binary,512,4,44463.74
879,14363.28,2148.11,92898.3,61447.26,21,Female,656,0,91428.98
880,6931.54,1846.06,81067.21,67165.62,65,Female,538,4,54736.45
881,13360.47,1669.23,52956.75,48377.48,66,Female,655,1,61025.58
882,3507.96,1997.35,15601.11,20000.0,65,Non-Binary,803,3,31674.05
883,18431.47,1737.51,64264.22,54820.51,55,Female,525,4,31261.78
884,39055.82,2536.08,123488.21,82190.06,39,Non-Binary,653,1,74748.54
885,47937.75,1429.65,186813.66,118767.93,23,Female,831,4,143605.79
886,39302.4,2088.44,0.0,86275.71,18,Female,529,2,46939.6
887,5526.77,2170.64,19761.27,20000.0,27,Male,555,1,18118.2
888,9083.25,2459.74,44820.04,73317.17,18,Non-Binary,610,5,76029.75
889,6821.49,2191.31,38916.95,63538.02,49,Male,850,0,170149.91
890,28254.39,2210.46,46215.01,91072.93,37,Non-Binary,732,0,148024.05
891,23962.9,1368.51,51839.57,58707.23,34,Male,745,3,59034.47
892,40549.26,2117.43,6291.71,84232.74,36,Female,647,4,57877.28
893,43209.42,2005.9,121075.44,97926.78,25,Non-Binary,634,1,89717.3
894,54406.79,1537.41,66381.9,125357.15,38,Non-Binary,774,0,183440.05
895,31482.74,2138.13,17626.53,93936.76,74,Non-Binary,714,2,112826.63
896,3449.94,2270.79,102933.9,60116.01,69,Female,742,0,136616.88
897,26302.11,2234.51,68753.79,80064.09,44,Non-Binary,850,4,112900.85
898,24896.53,1709.86,84630.11,68294.1,52,Male,579,3,46230.64
899,7067.76,2594.8,52076.1,48338.44,41,Non-Binary,677,5,59407.48
900,12899.1,1846.56,78004.13,73034.88,26,Female,607,4,70490.27
901,20798.4,1773.64,66434.7,71129.6,34,Male,528,2,50075.26
902,6858.95,1969.46,35058.88,86822.51,38,Non-Binary,605,0,133030.42
903,10303.38,2084.51,33498.55,44202.45,20,Male,633,2,49258.77
904,41268.19,2442.89,93762.9,110258.18,62,Male,567,5,70332.54
905,16528.91,1973.22,0.0,77582.72,47,Male,703,0,134207.84
906,10761.0,2189.65,31069.44,51062.55,80,Female,494,3,29852.61
907,24678.93,2969.43,9474.31,62973.89,38,Female,622,3,47082.39
908,27288.25,1963.31,5001.19,96481.38,25,Male,533,2,70350.83
909,8680.37,1878.69,0.0,39311.94,19,Female,639,4,39648.68
910,6330.21,1816.7,24388.78,68654.29,70,Male,682,3,90902.64
911,20070.32,1833.11,66185.07,67223.29,78,Non-Binary,399,1,22916.49
912,14329.02,1860.09,87698.41,89194.86,31,Female,480,3,51453.36
913,9015.25,3040.64,0.0,122064.42,52,Non-Binary,678,5,163160.89
914,40436.07,1297.73,65326.31,88202.09,45,Female,611,3,56720.52
915,39910.66,2011.84,24122.99,88638.16,77,Male,799,3,92840.03
916,9691.74,2332.08,47025.2,48025.33,65,Male,542,0,50600.61
917,7613.97,1983.13,29139.62,57109.61,52,Female,598,0,80453.13
918,19778.55,2537.17,82044.6,53213.68,65,Non-Binary,736,1,71564.13
919,47514.44,2958.08,163982.51,122556.87,26,Female,707,2,133276.04
920,2572.59,1942.99,36847.58,63249.16,32,Non-Binary,673,5,86414.53
921,6639.16,2022.09,41225.4,63905.61,36,Female,581,4,61441.81
922,15091.58,2021.83,96664.32,80341.83,57,Male,630,3,82215.55
923,8538.35,1371.88,36384.16,40389.39,26,Female,816,1,80682.12
924,23382.3,1421.12,62911.72,52975.11,39,Non-Binary,491,5,21581.55
925,8204.65,1135.34,0.0,90669.22,18,Female,674,5,117759.54
926,21673.75,1847.64,54303.35,76525.89,52,Male,745,1,119827.61
927,31783.83,1775.53,9589.84,80074.97,80,Female,580,0,73754.35
928,48989.5,1527.85,47650.81,119939.5,71,Male,772,2,146132.04
929,11200.89,2014.53,52428.91,67710.38,33,Non-Binary,712,5,88894.83
930,30602.96,2714.43,44733.56,76658.95,62,Female,766,4,81946.88
931,6514.1,2090.76,80207.31,92573.85,49,Male,678,0,177439.7
932,35014.84,1714.35,40057.22,81329.69,41,Female,591,0,73514.98
933,19845.0,2053.13,133905.13,116879.51,49,Non-Binary,781,2,203666.97
934,13779.96,1764.85,120912.72,82876.28,73,Female,570,2,81408.22
935,15438.28,1966.84,41737.77,59180.89,27,Non-Binary,648,1,74728.73
936,35559.45,2596.06,69661.72,108452.23,28,Female,729,5,119398.91
937,38348.63,2760.8,113787.03,94164.28,38,Male,550,0,76112.81
938,19745.91,2146.24,71027.38,90771.23,39,Female,586,4,77559.89
939,5361.16,2290.19,128740.98,96048.09,26,Non-Binary,729,2,169766.04
940,16561.87,2560.75,83637.47,90620.29,68,Female,787,1,177053.92
941,48634.69,2474.72,77944.63,115311.73,52,Non-Binary,620,1,104744.23
942,16124.63,1654.28,11835.04,74474.81,76,Male,660,5,80205.27
943,658.0,1644.71,61351.65,69604.75,32,Female,611,5,81871.14
944,22922.48,1697.82,2456.68,124597.94,33,Female,743,5,171979.73
945,40956.92,1977.06,101779.34,103356.38,72,Female,615,1,96492.87
946,18338.12,2211.91,47923.99,69704.0,26,Non-Binary,690,3,76488.86
947,32116.66,1715.14,14431.32,71413.24,65,Male,539,3,35860.33
948,3925.81,1810.15,65116.96,96640.79,74,Female,652,0,178012.84
949,19046.15,1792.02,61834.19,67396.88,21,Male,642,5,63137.63
950,2319.41,1402.95,8136.51,48459.57,73,Male,576,0,69461.99
951,5921.5,1856.25,121850.49,64771.67,71,Male,559,3,58197.56
952,19530.9,2939.18,75631.36,123674.25,18,Male,642,2,155419.98
953,18700.41,2652.96,117996.67,98544.69,73,Female,705,3,123468.58
954,10992.96,1492.07,132740.85,114941.15,35,Non-Binary,654,5,140500.28
955,16398.34,1942.63,11706.87,35638.33,37,Female,843,3,39890.7
956,24027.92,1957.32,0.0,68983.41,38,Male,716,2,81607.11
957,6495.67,1400.94,26181.59,73597.4,44,Female,650,1,115293.12
958,45271.82,1919.31,15040.52,103239.65,67,Female,748,2,113322.7
959,18185.9,1897.32,32007.53,69592.46,29,Male,638,5,66342.84
960,20740.33,2088.43,26481.09,58721.25,56,Female,518,5,31614.23
961,50026.62,1549.82,36406.63,119049.49,23,Male,809,3,134143.63
962,51155.1,1778.0,139639.65,113381.53,19,Non-Binary,588,1,87977.5
963,9140.56,2329.26,41696.86,104442.75,36,Non-Binary,640,4,123719.68
964,18068.56,1722.95,88852.92,85155.4,29,Female,759,4,117573.11
965,28223.68,2325.75,0.0,67139.23,65,Male,667,2,62322.16
966,1842.42,2566.13,32190.59,26320.37,34,Non-Binary,579,3,26075.77
967,28835.18,1988.08,60674.52,64673.64,68,Non-Binary,657,4,48851.69
968,27156.62,1474.14,18720.01,93393.69,32,Female,639,4,85735.23
969,14369.0,2201.05,112524.86,118995.12,30,Non-Binary,718,1,214693.05
970,5566.57,2064.75,1126.39,53526.96,42,Female,674,5,68487.59
971,50798.65,2250.76,67790.86,105658.64,46,Non-Binary,850,3,115206.99
972,11320.27,1795.09,64760.85,77110.46,61,Female,604,4,76364.64
973,22520.63,2194.2,141382.14,65557.86,25,Female,680,5,62443.61
974,26250.91,2118.72,92820.11,83142.85,68,Female,769,5,101878.51
975,13790.03,1554.09,22013.21,81210.7,63,Male,611,2,91496.21
976,2444.82,2233.49,40566.06,44686.46,56,Female,665,1,75689.44
977,96.36,1257.28,49608.93,80376.41,32,Non-Binary,762,5,141614.01
978,7268.38,2298.94,18667.93,69638.69,48,Male,685,4,91684.51
979,25477.11,3539.33,48668.73,67082.46,42,Male,845,5,86577.74
980,5277.07,2524.89,43288.58,109020.33,20,Female,624,1,165008.45
981,7615.99,1944.61,27113.02,65862.98,23,Male,623,2,82096.65
982,12378.91,2526.66,49550.21,55764.01,69,Female,693,1,83702.12
983,19799.48,2364.44,145071.88,78615.03,78,Female,758,5,102852.8
984,764.28,2471.98,83676.78,42532.01,20,Male,682,4,60920.16
985,32855.56,2167.48,82913.2,74035.06,59,Female,535,5,36949.64
986,9933.39,1052.14,37632.66,64385.48,61,Male,682,4,79421.07
987,17635.72,1140.79,0.0,56265.0,23,Female,651,4,51770.68
988,19991.73,1142.77,74823.64,81212.93,80,Male,769,2,125292.47
989,12268.49,2115.71,25234.45,51345.67,44,Male,436,2,23190.67
990,4140.99,1466.29,101522.95,78723.17,64,Non-Binary,610,1,113500.6
991,17639.18,1867.11,37731.08,41262.05,78,Female,454,1,17859.21
992,24794.64,2225.43,88219.56,65455.69,37,Non-Binary,646,5,53717.44
993,13036.79,2254.45,0.0,99235.73,44,Male,816,0,242611.2
994,665.98,2672.29,26364.71,51328.48,67,Male,428,2,28297.32
995,31565.38,2431.18,96251.21,80502.03,39,Female,688,3,72498.0
996,39238.35,1449.41,120449.36,88886.93,40,Non-Binary,586,0,77452.47
997,17442.63,2438.59,25837.22,119735.14,64,Non-Binary,724,2,189260.01
998,14113.17,1709.54,43916.74,39818.06,22,Non-Binary,516,1,27256.91
999,4743.24,1814.81,51879.0,97625.5,52,Female,754,4,161007.26
1000,41689.37,2118.99,61703.38,92715.83,72,Male,661,4,70333.64
1001,19023.59,1909.17,69120.21,41915.19,23,Male,590,2,28968.85
1002,10474.79,2876.59,86908.44,66296.1,31,Male,595,1,80839.64
1003,31598.26,2699.87,81106.28,82737.55,32,Female,590,5,56625.56
1004,18946.26,1976.78,34291.13,55046.42,63,Female,611,4,42867.71
1005,3328.84,2793.56,55421.97,80241.02,66,Male,607,4,90155.11
1006,9343.33,1594.97,39440.07,61927.55,32,Non-Binary,659,5,72078.83
1007,23392.67,1957.23,0.0,119858.79,70,Male,703,3,148435.35
1008,25032.63,2690.77,54199.35,65942.43,57,Female,642,1,68684.47
1009,1964.62,2572.94,68552.65,43072.57,55,Male,599,5,46930.38
1010,9404.32,2082.06,16160.02,80766.81,22,Female,595,4,80380.24
1011,5938.04,2748.95,63881.47,84981.32,30,Female,518,1,84590.76
1012,32979.19,1866.11,80566.7,86195.07,70,Female,630,1,86210.35
1013,15330.82,2461.12,21527.34,37952.74,49,Female,679,1,42089.86
1014,11735.08,2496.19,0.0,47724.11,43,Female,703,2,63288.78
1015,16350.05,2413.56,92363.04,94453.34,44,Male,707,2,138711.75
1016,9801.38,1585.7,71403.34,75708.09,66,Male,793,5,124060.64
1017,35876.57,1890.66,43545.03,76491.1,21,Male,636,4,52105.35
1018,30565.84,2549.13,86484.86,87658.15,34,Male,556,4,55805.48
1019,2598.86,1694.21,44414.62,66562.62,78,Non-Binary,590,1,91061.19
1020,6974.19,2521.59,146793.69,105269.32,59,Female,566,3,99832.18
1021,30103.0,2046.68,85246.41,81755.53,27,Non-Binary,437,5,27019.16
1022,30067.17,2515.13,36853.17,66533.39,49,Male,498,0,39384.01
1023,11557.58,2807.88,43585.69,57156.58,77,Male,518,5,37955.12
1024,38136.85,2578.69,118461.09,85720.04,64,Female,648,1,81290.15
1025,3760.14,1117.68,102592.16,79432.99,19,Male,617,1,117760.79
1026,2903.04,2187.65,48308.78,64452.09,27,Female,583,3,66506.59
1027,25236.37,1880.14,84683.04,88559.31,59,Female,652,2,97264.47
1028,23869.62,1523.1,126991.43,83442.3,80,Non-Binary,694,1,115224.95
1029,7465.94,2088.29,63142.88,49041.49,40,Male,728,2,77648.29
1030,17055.07,1742.13,16702.61,94089.7,26,Female,726,4,125300.62
1031,40801.52,1325.37,211942.01,125412.68,22,Non-Binary,764,3,149900.78
1032,16483.14,1507.65,61213.05,59687.28,37,Male,682,2,72017.83
1033,3116.87,2665.26,39506.6,67080.56,77,Female,593,4,71557.98
1034,34439.81,2487.43,139539.46,101983.92,77,Non-Binary,709,1,135616.97
1035,49559.43,2251.84,150689.95,102552.67,42,Non-Binary,589,1,75183.64
1036,42040.0,1785.6,73624.48,97503.33,55,Female,696,0,119801.72
1037,16247.62,1418.68,65961.81,81650.92,58,Male,551,0,89543.34
1038,18036.62,2629.15,52158.53,63961.97,42,Non-Binary,740,3,77155.06
1039,12340.09,2650.87,252373.47,145699.18,31,Female,637,5,171596.89
1040,47566.87,2259.69,149752.79,119392.91,50,Non-Binary,592,4,80079.95
1041,16665.93,1719.22,41732.13,91523.51,49,Female,695,0,161284.45
1042,20048.93,902.55,33414.65,64277.78,35,Non-Binary,625,5,54884.37
1043,7921.87,1245.37,140374.3,95822.49,31,Male,682,4,128207.17
1044,49797.09,1842.99,174474.84,168022.11,40,Female,706,4,183270.74
1045,11925.81,1887.53,20959.75,54400.79,63,Male,476,4,28543.33
1046,7934.69,2260.55,66801.59,81359.76,60,Female,694,2,126237.89
1047,17477.75,2230.3,33755.17,43758.49,34,Non-Binary,609,4,31006.97
1048,20410.86,1762.42,37291.64,61236.42,77,Female,732,3,67340.46
1049,1042.97,1605.27,84199.13,99684.05,23,Non-Binary,600,0,161412.69
1050,21400.25,1189.8,65668.86,60827.54,40,Female,487,0,40216.19
1051,17425.47,1552.48,68194.93,95228.29,26,Non-Binary,687,3,114964.55
1052,46201.45,1875.63,65802.29,99900.9,54,Female,689,4,79759.02
1053,5527.99,1631.6,113240.66,71218.52,25,Male,587,3,71984.96
1054,41446.95,2278.68,49382.24,131233.51,56,Non-Binary,606,0,149862.46
1055,24907.6,2248.86,93819.46,87454.6,68,Female,650,0,119408.45
1056,14593.03,1889.53,114043.6,87174.23,38,Non-Binary,637,2,106734.2
1057,28208.32,1897.3,70398.63,74732.17,37,Male,558,2,52377.82
1058,12335.35,2735.33,55270.89,68048.28,55,Female,588,4,61264.16
1059,2013.59,1680.48,27854.28,63685.7,61,Female,666,1,110808.02
1060,18986.84,2423.69,124820.28,84181.83,55,Non-Binary,642,1,109456.84
1061,1531.79,1758.68,82157.29,80662.29,75,Male,594,4,88827.6
1062,2822.39,2132.98,59720.98,61544.07,22,Non-Binary,584,4,63675.7
1063,22988.6,1854.64,0.0,78746.25,51,Female,712,4,87712.31
1064,27883.78,2217.19,78271.79,86126.65,20,Non-Binary,724,0,134700.62
1065,54392.83,1650.4,104206.19,120260.98,68,Female,850,0,197605.81
1066,19886.5,2395.82,93873.85,94491.86,26,Non-Binary,850,0,223816.71
1067,21757.67,2111.73,61173.85,65527.84,40,Non-Binary,558,3,43117.92
1068,685.68,2416.52,43604.76,70763.46,23,Male,636,3,89903.43
1069,28371.76,2552.31,67472.24,86849.75,60,Non-Binary,650,0,111640.42
1070,12953.82,2125.93,38201.44,41255.53,76,Male,571,1,37651.98
1071,174.61,2038.14,112079.99,106557.93,52,Non-Binary,723,4,171818.74
1072,19920.36,1421.19,91151.77,78492.38,58,Female,625,4,72682.87
1073,36328.84,2106.28,0.0,108859.44,35,Male,630,5,91388.98
1074,41757.82,2350.32,62636.07,95494.2,78,Male,657,3,73248.17
1075,7154.59,1346.84,47533.4,69086.71,71,Non-Binary,688,2,104856.88
1076,27316.31,1893.25,126769.11,108894.15,63,Female,616,2,112488.77
1077,6768.71,1811.94,32772.1,45423.63,28,Male,621,5,47377.06
1078,21387.22,2221.15,38041.23,53996.04,78,Female,664,0,64744.12
1079,16975.76,2392.53,52498.82,58049.29,50,Female,563,1,53030.04
1080,23942.61,1215.98,87807.43,92260.75,61,Male,684,3,100167.2
1081,14116.18,1671.95,39629.39,63743.88,35,Non-Binary,850,5,104218.64
1082,19826.51,1979.63,31117.13,65135.94,25,Female,744,4,76812.36
1083,19935.15,1965.04,98871.87,105516.29,36,Male,609,5,100970.41
1084,18485.97,1264.49,107382.75,96272.79,27,Non-Binary,741,1,168401.81
1085,27608.04,3043.95,88973.86,89215.01,35,Male,575,4,64687.64
1086,12317.12,2085.56,74542.91,89911.74,71,Female,555,2,86341.8
1087,18906.84,1345.47,157732.17,121985.68,72,Non-Binary,709,2,183967.89
1088,565.65,1908.2,43197.67,65800.08,24,Non-Binary,620,4,79704.62
1089,24560.84,1977.77,23094.76,71319.76,28,Male,787,2,99367.69
1090,8760.14,1604.0,19243.07,78712.03,75,Female,682,0,145754.53
1091,38054.35,2191.85,84655.74,76675.82,27,Female,511,1,40005.33
1092,18804.4,1300.41,34481.31,57179.87,31,Non-Binary,650,5,51284.02
1093,19821.67,2121.26,63109.03,49515.99,79,Non-Binary,584,4,32199.87
1094,12828.94,2095.2,41978.5,120130.97,53,Non-Binary,611,5,127416.41
1095,11644.42,1878.99,45786.86,62428.13,74,Female,781,1,119914.63
1096,30032.41,1696.33,52461.89,74746.16,66,Male,483,3,31243.0
1097,3714.48,1656.32,42735.29,65479.92,60,Non-Binary,654,3,83484.49
1098,14463.2,1724.77,59103.97,86803.53,19,Male,497,0,77733.15
1099,18787.1,963.63,74384.9,80529.42,75,Non-Binary,654,0,119219.26
1100,17055.97,1155.76,21127.54,110182.38,70,Male,826,0,267188.58
1101,15045.01,1747.57,21936.25,72544.54,26,Male,643,5,75303.75
1102,21868.2,1505.0,69674.82,65474.75,57,Male,589,2,54992.24
1103,33053.06,1821.0,180669.52,106707.81,74,Female,605,3,85774.67
1104,2022.42,2780.14,28424.37,47978.12,40,Male,689,2,78007.78
1105,22917.95,2218.5,29187.94,95605.92,74,Female,705,1,144517.38
1106,20500.25,2208.03,3446.76,58661.87,23,Non-Binary,727,5,62217.89
1107,32049.23,1635.13,83071.0,98929.88,32,Female,686,2,112651.88
1108,43347.79,2919.07,60149.96,104576.11,53,Male,561,3,61017.22
1109,4056.7,1882.28,56221.6,49411.79,32,Non-Binary,604,0,75207.12
1110,28748.85,3040.88,84495.02,99311.9,36,Non-Binary,691,2,120393.89
1111,14119.33,2158.19,40518.25,71331.25,79,Non-Binary,634,2,83384.06
1112,45893.42,2200.55,63487.45,98472.48,78,Male,543,2,55753.42
1113,4938.02,1128.01,0.0,37658.34,38,Female,715,1,66660.48
1114,31027.76,2465.44,75998.96,74395.11,69,Male,612,1,66423.65
1115,2583.6,1460.56,219077.21,114738.43,78,Male,756,3,195271.79
1116,4760.45,1811.55,58295.6,100683.54,35,Male,648,1,163871.6
1117,14819.79,1932.61,144988.11,124478.01,38,Non-Binary,486,5,77877.36
1118,14747.92,1841.91,51705.8,65044.88,80,Non-Binary,683,0,105075.4
1119,36249.38,2198.93,58402.44,85105.9,49,Male,827,1,126397.36
1120,14355.77,1236.82,28688.35,60145.94,24,Male,632,3,58045.59
1121,45034.67,2164.73,47499.6,94118.37,51,Female,737,1,105298.95
1122,26087.33,2220.21,33141.69,60117.32,45,Non-Binary,689,5,50544.46
1123,49245.85,1641.2,81837.25,110565.51,20,Male,555,2,68232.55
1124,7844.76,1846.79,50842.7,61028.44,72,Non-Binary,591,4,59092.05
1125,20936.79,2789.59,95961.92,89499.45,46,Female,780,1,161559.11
1126,27367.99,1636.14,50289.47,86618.35,45,Non-Binary,628,5,74203.39
1127,18149.48,1908.87,26425.36,95541.5,26,Female,770,5,138883.84
1128,33277.17,1893.83,39460.68,81896.05,28,Male,640,0,90166.68
1129,15885.53,2312.46,37678.73,91722.49,66,Male,734,3,125669.02
1130,20489.15,2412.0,24435.82,65971.57,65,Male,750,4,78147.6
1131,6776.65,2010.93,6770.77,24551.35,26,Male,752,1,39441.06
1132,24857.71,1904.61,41529.78,82378.38,68,Male,717,1,117750.66
1133,25370.4,1680.98,71785.27,63290.03,65,Female,483,4,26495.76
1134,5228.75,1263.76,47711.4,57057.45,35,Non-Binary,618,1,80909.46
1135,39416.56,1673.13,14412.19,85581.32,49,Non-Binary,555,5,44948.14
1136,5482.12,2283.82,143250.65,92225.97,29,Non-Binary,765,5,154009.87
1137,18671.13,1684.65,78941.1,50781.0,27,Female,699,0,69883.55
1138,27005.09,2571.32,41273.65,55552.35,22,Non-Binary,699,3,43491.19
1139,33371.51,2838.69,0.0,81036.33,40,Male,661,0,93857.17
1140,43882.03,1677.32,85956.69,91162.92,26,Non-Binary,616,1,73346.3
1141,16117.55,2333.78,46081.99,74070.4,23,Non-Binary,791,4,108646.2
1142,44512.41,1711.25,85303.55,103205.27,74,Female,485,3,41458.81
1143,21310.49,2402.66,36362.14,137151.02,64,Male,778,1,271825.43
1144,979.25,2407.52,58392.48,60686.13,46,Male,653,0,114962.91
1145,5691.08,1539.67,14768.45,62107.21,26,Male,763,5,99733.62
1146,6982.58,1342.39,69699.92,74358.54,18,Male,493,2,56742.89
1147,7376.03,1580.04,28245.7,57342.11,38,Non-Binary,606,5,58378.7
1148,10328.66,1202.46,51126.64,57753.35,67,Non-Binary,725,0,109939.47
1149,4827.98,2640.82,177288.51,95926.46,27,Female,523,1,99728.05
1150,21781.53,2851.12,54575.59,55677.6,31,Female,503,2,30026.1
1151,3204.25,1529.91,0.0,81260.37,80,Male,595,1,113039.51
